2	2010-09-12T22:56:49+0000	34.073930848	-118.240154625	1339733
5	2010-08-11T00:43:32+0000	33.81299459	-118.16599631	1452430
13	2010-05-20T01:08:28+0000	33.9435379571	-118.4071683884	10190
15	2010-09-02T18:09:59+0000	34.1464365333	-118.1533587667	502125
21	2010-04-19T02:33:40+0000	34.0836026	-118.3674908833	435245
22	2010-04-21T01:22:47+0000	33.9435379571	-118.4071683884	10190
35	2010-03-04T05:14:44+0000	34.0450277938	-118.2658803463	37272
39	2010-01-26T18:58:39+0000	34.021460578	-118.4954105619	456945
43	2010-07-19T02:12:47+0000	34.058739	-118.44393175	1217896
51	2010-08-09T13:59:31+0000	33.9435379571	-118.4071683884	10190
52	2010-10-04T20:51:18+0000	33.9435379571	-118.4071683884	10190
53	2010-09-29T20:15:49+0000	33.9435379571	-118.4071683884	10190
58	2009-12-25T21:55:15+0000	34.0430230998	-118.2671570778	14637
62	2010-01-29T02:37:37+0000	33.9435379571	-118.4071683884	10190
63	2010-08-13T03:16:32+0000	34.1014109427	-118.3232527971	39145
71	2010-02-02T15:47:38+0000	33.9461553	-118.4009242	154237
73	2010-07-24T03:08:35+0000	33.9435379571	-118.4071683884	10190
78	2010-02-11T18:20:55+0000	33.818255747	-118.1447356939	11580
79	2010-05-11T21:17:21+0000	34.097590747	-118.3280968666	48043
81	2010-01-14T20:16:29+0000	34.0268036333	-118.3793076167	331014
85	2010-02-24T02:24:58+0000	33.940772501	-118.4068601268	383039
86	2010-06-02T01:17:48+0000	33.738223302	-118.3978557587	1207670
88	2010-03-28T06:03:25+0000	34.0242080688	-118.3924789429	94643
91	2009-12-30T15:52:35+0000	34.0553483	-118.3987153	295714
104	2010-08-12T02:51:32+0000	34.03038935	-118.3846400333	83566
106	2010-02-28T05:41:01+0000	34.0765143825	-118.429312706	315821
107	2009-10-29T22:56:13+0000	33.9435379571	-118.4071683884	10190
123	2010-02-28T05:19:01+0000	34.0765143825	-118.429312706	315821
124	2010-06-15T08:03:51+0000	34.0178781688	-118.5013246536	44396
126	2009-12-30T21:38:24+0000	34.06757986	-118.3988288	151265
127	2010-10-15T16:29:18+0000	33.9435379571	-118.4071683884	10190
157	2010-01-22T08:20:59+0000	34.0080778084	-118.4905743599	53585
161	2010-02-01T23:29:19+0000	34.07227915	-118.3673346	340783
169	2010-08-29T21:12:42+0000	34.0454769819	-118.2380637582	238625
170	2010-08-24T00:39:50+0000	33.77162005	-118.1642013833	480688
174	2010-01-13T01:58:48+0000	33.9823190764	-118.3955916983	327065
182	2009-12-01T05:12:28+0000	33.9435379571	-118.4071683884	10190
190	2009-12-04T04:42:23+0000	33.767768265	-118.2017587175	144792
197	2010-10-02T16:53:50+0000	34.1233528333	-118.2479340167	275565
215	2010-02-21T03:41:13+0000	34.0442143649	-118.2663524151	41905
222	2010-04-04T02:43:06+0000	34.01716265	-118.4974706167	792208
